"search-number","evaluation","number-of-bots*","charging-area-radius*","minimum-energy*","energy-decrement*","number-of-boxes*","target-area-radius*","unloaded-step-length*","loaded-step-length*","vision-range*","vision-angle*","grab-range*","max-wiggle-angle*","show-energy?*","maximum-charging-distance*","minimum-charging-energy*","transfer-energy-amount*","num-replicates","best-fitness-so-far","recheck-replications","best-fitness-rechecked"
"4","820","20","19","320","0.56","100","3","0.63","0.18","2.9000000000000004","12","0.9","14","true","5","210","335","10","647.2049071980443","10","806.9376890791983"
"4","1850","20","10","65","0.67","100","3","0.63","0.18","5.4","3","1","31","true","1","320","440","10","645.0887170636945","10","801.9375579559303"
"4","2920","20","11","200","0.49","100","20","0.49","0.18","5.7","32","2.1","12","true","2","220","220","10","641.0332727712646","10","764.0736980999257"
"4","5820","20","8","455","0.8200000000000001","100","7","0.32","0.03","2.2","43","6","44","false","4","200","135","10","611.4524403028095","10","692.0494139307734"
"5","10","20","16","55","0.05","100","12","0.81","0.19","3.4000000000000004","28","0.7000000000000001","14","true","4","160","105","10","796.4554706256198","10","743.6868382386223"
"5","20","20","13","470","0.36","100","8","1","0.1","5.4","33","6","10","true","4","310","490","10","686.5929225277367","10","712.5884452158732"
"5","100","20","17","290","0.15","100","15","0.35000000000000003","0.19","7.1000000000000005","51","3.8000000000000003","7","true","3","160","55","10","675.284289683258","10","701.3991651375915"
"5","290","20","16","200","0.9500000000000001","100","4","0.8","0.07","10","13","3.9000000000000004","31","false","5","200","110","10","626.5918141396235","10","799.1531438442"
"5","2750","20","19","60","0.49","100","19","0.08","0.1","8.4","22","5.2","41","false","3","250","20","10","610.5327813647834","10","766.3407721108914"
"5","6910","20","4","45","0","100","2","0.85","0.05","2.2","23","5.7","37","false","1","260","155","10","607.3681437466392","10","705.6903099288527"
"5","11230","20","4","375","0.26","100","1","0.34","0.05","8.9","38","4.5","15","false","4","270","370","10","605.7529616116174","10","771.8701209747844"
"6","10","20","2","180","0.56","100","14","0.18","0.05","9.3","4","4.2","10","true","1","200","265","10","766.8354492124429","10","764.0974591962774"
"6","20","20","8","335","0.08","100","19","0.86","0.02","7.6000000000000005","35","1.6","33","true","2","300","10","10","713.5272034055109","10","724.3477379290591"
"6","70","20","16","60","0.38","100","7","0.75","0.11","2.8","13","6.4","24","false","2","130","165","10","710.1556533664572","10","742.9972789289661"
"6","100","20","19","215","0.17","100","14","0.51","0.09","7.4","20","3.9000000000000004","39","false","3","270","470","10","700.1524939896519","10","819.4779134033782"
"6","130","20","17","300","0.34","100","1","0.65","0.06","9","57","3.7","20","false","3","120","355","10","686.7463639742325","10","739.8976821504509"
"6","190","20","13","280","0.22","100","6","0.18","0.1","7.6000000000000005","51","0","10","false","3","240","455","10","623.5330146345707","10","715.1609907893485"
"6","3920","20","12","75","0.07","100","15","0.17","0","9.4","58","1.2000000000000002","21","true","3","20","270","10","609.5160172628973","10","691.8298232732299"
"7","10","20","13","95","0.17","100","2","0.74","0.18","4.7","48","0.30000000000000004","20","true","1","370","25","10","766.4369757443411","10","832.0695619921802"
"7","20","20","6","225","0.81","100","3","0.46","0.19","8.3","27","1.2000000000000002","7","true","3","160","455","10","752.2752863141018","10","766.9310441282438"
"7","50","20","2","270","0.05","100","1","0.9","0.18","3.7","31","2.2","11","false","4","110","145","10","669.1081442787329","10","732.3279488088301"
"7","730","20","4","225","0.29","100","2","0.75","0.01","2.9000000000000004","38","5.4","31","false","4","230","75","10","656.1821993151082","10","771.0568653101825"
"7","1230","20","17","355","0.63","100","6","0.33","0.07","2.5","22","2.5","12","false","2","80","335","10","645.4802075279155","10","794.028817390059"
"7","2500","20","9","150","0.6900000000000001","100","12","0.71","0.18","2.1","21","3.2","36","false","1","290","200","10","641.8118585462414","10","744.2111267820347"
"7","2730","20","9","395","0.63","100","7","0.33","0.07","2.5","5","3.3000000000000003","18","false","4","240","25","10","636.0158779169562","10","702.0457083001571"
"7","4270","20","9","410","0.63","100","6","0.47000000000000003","0.07","2.5","5","3.3000000000000003","18","false","4","240","25","10","629.5656829192288","10","751.1425802779264"
"7","4830","20","12","410","0.61","100","7","0.49","0","1","18","3.8000000000000003","40","true","3","110","160","10","607.3404892148535","10","798.6498660771452"
"7","6070","20","10","20","0.63","100","17","0.47000000000000003","0.08","2.5","10","3.2","20","false","4","390","165","10","602.0156598890505","10","739.1832773546897"
"8","10","20","10","225","0.71","100","4","0.67","0.13","6.7","39","4.9","42","true","5","330","85","10","740.0528520439523","10","767.9894209002601"
"8","60","20","6","420","0.15","100","4","0.28","0.02","2","14","0.6000000000000001","24","true","3","30","490","10","713.0791025052356","10","740.7168421628335"
"8","70","20","15","200","0.24","100","8","0.49","0.07","3.8000000000000003","1","0.1","5","false","4","320","460","10","668.1544505506722","10","718.8492686894012"
"8","270","20","11","415","0.8200000000000001","100","19","0.61","0.13","8.4","16","4.5","18","false","4","20","10","10","657.8055420187663","10","766.5324977903529"
"8","600","20","6","35","0.61","100","17","0.9","0","4.6","20","0.7000000000000001","43","true","2","300","410","10","643.5679278960463","10","684.9540770131382"
"8","900","20","4","420","0.01","100","8","0.39","0.02","5.3","30","0.1","29","true","5","70","30","10","628.7547676575884","10","745.3084747376042"
"8","4280","20","19","30","0.62","100","17","0.9","0.05","1","0","0.8","8","true","4","70","10","10","619.9612970583557","10","666.1341564335924"
"8","6920","20","19","335","0.04","100","4","0.23","0.1","2.8","20","5.6000000000000005","13","true","1","360","170","10","614.4852377413371","10","700.0355810700769"
"9","10","20","11","255","0.2","100","16","0.9500000000000001","0.07","6.1000000000000005","53","1.9000000000000001","4","true","3","40","270","10","783.4093475632578","10","823.0288358147887"
"9","20","20","18","330","0.35000000000000003","100","6","0.07","0.05","6.1000000000000005","32","2","6","true","2","370","470","10","725.2657079921877","10","726.8579052817175"
"9","60","20","2","405","0.81","100","6","0.9500000000000001","0.15","1.2","6","3.1","37","true","4","70","160","10","697.8818056847492","10","739.2880992903192"
"9","100","20","8","210","0.34","100","19","0.22","0.09","2.7","3","1.2000000000000002","23","true","1","90","195","10","679.8101579803555","10","668.9440932495869"
"9","140","20","15","90","0.84","100","4","0.38","0.05","6.4","22","1","38","true","5","180","190","10","625.7203758169161","10","752.0592220286255"
"9","3200","20","10","210","0.34","100","17","0.22","0.05","1.7000000000000002","11","3.7","20","false","3","350","260","10","622.2502554760916","10","750.6993202154971"
"9","4250","20","17","30","0.08","100","11","0.29","0.14","3.9000000000000004","0","6.2","16","true","3","340","350","10","617.6656220340623","10","736.749039545082"
"9","8920","20","15","415","0.59","100","6","0.17","0.02","5.9","44","2.9000000000000004","21","true","4","70","340","10","607.3491542014497","10","811.1112268225891"
"10","10","20","4","395","0.84","100","17","0.47000000000000003","0","9.6","4","4.2","33","false","5","390","260","10","836.6175515025992","10","721.6220800240646"
"10","20","20","16","435","0.02","100","13","0.14","0.08","3.9000000000000004","1","0.9","16","true","1","180","300","10","725.7601524274342","10","814.4991512557993"
"10","40","20","8","340","0.33","100","19","0.6900000000000001","0.05","3.7","2","0.2","45","true","3","210","125","10","722.0855707338458","10","711.6915505280874"
"10","60","20","7","300","0.38","100","15","0.33","0.15","4.9","58","5.9","13","false","5","200","85","10","676.724406399155","10","738.3933850579226"
"10","180","20","6","90","0.64","100","14","0.45","0.1","9.1","41","4.1000000000000005","28","false","3","360","300","10","665.8021820869054","10","706.990126967987"
"10","500","20","12","95","1","100","13","0.07","0.12","7.4","8","5.7","30","true","4","100","415","10","636.8188102419768","10","745.3190547014993"
"10","1480","20","17","0","0.15","100","0","0.31","0.08","4.9","52","1.3","38","true","2","200","350","10","617.2632316886838","10","744.947448411808"
"10","11110","20","15","280","0.62","100","14","0.11","0.01","5.800000000000001","22","2","38","true","3","70","190","10","591.8746965883723","10","707.562008831809"
