"search-number","evaluation","number-of-bots*","charging-area-radius*","minimum-energy*","energy-decrement*","number-of-boxes*","target-area-radius*","unloaded-step-length*","loaded-step-length*","vision-range*","vision-angle*","grab-range*","max-wiggle-angle*","show-energy?*","maximum-charging-distance*","minimum-charging-energy*","transfer-energy-amount*","fitness","num-replicates","best-fitness-so-far"
"5","300","5","4","485","0.9500000000000001","43","16","0.9","0.1","9.6","57","4","26","true","3","340","260","99","10","99"
"5","310","12","8","275","0.19","55","11","0.52","0.1","4.4","51","5.2","24","true","2","60","80","99","10","99"
"5","320","98","4","220","0.68","47","10","0.66","0.14","7.6000000000000005","20","2.5","6","false","4","280","490","99","10","99"
"5","330","5","4","435","0.12","94","14","0.4","0.08","3.5","27","4.800000000000001","11","false","5","340","455","99","10","99"
"5","340","37","4","435","0.9","88","0","0.26","0.07","3.4000000000000004","56","2.9000000000000004","19","false","3","130","15","99","10","99"
"5","350","69","3","345","0.9400000000000001","31","6","0.6","0.07","9.6","11","4","36","true","4","60","200","99","10","99"
"5","360","65","3","345","0.28","77","11","0.89","0.04","3.8000000000000003","59","2","43","true","3","140","320","99","10","99"
"5","370","37","16","440","0.11","55","12","0.49","0.03","6.300000000000001","26","1.5","39","false","5","70","185","99","10","99"
"5","380","49","6","310","0.31","33","15","0.29","0.12","9.6","55","3.3000000000000003","15","false","4","50","385","99","10","99"
"5","390","94","17","30","0.84","28","8","0.88","0.08","1.1","50","3.8000000000000003","12","true","4","180","265","99","10","99"
"5","400","18","15","280","0.26","69","9","0.55","0.12","4.9","18","2.3000000000000003","27","false","4","220","195","99","10","99"
"5","410","26","14","395","0.27","1","15","0.74","0.07","8.100000000000001","58","2","38","true","4","270","245","99","10","99"
"5","420","58","0","240","0.85","48","10","0.15","0.02","3.3000000000000003","0","2.8000000000000003","14","true","4","100","315","99","10","99"
"5","430","31","3","295","0.14","83","4","0.35000000000000003","0.09","3.1","4","3.9000000000000004","12","true","3","90","440","99","10","99"
"5","440","96","9","240","0.85","65","3","0.7000000000000001","0.08","1.3","36","0.6000000000000001","30","true","4","110","480","99","10","99"
"5","450","81","6","380","0.02","47","17","0.56","0.04","5.7","44","4","5","false","3","190","235","99","10","99"
"5","460","37","2","0","0.03","72","6","0.9500000000000001","0.18","7.2","0","0.6000000000000001","13","false","1","350","110","99","10","99"
"5","470","84","3","375","0.86","39","2","0.46","0","1.7000000000000002","27","2.4000000000000004","18","true","5","310","405","99","10","99"
"5","480","87","5","260","0.3","87","16","0.15","0.16","8.600000000000001","48","3.4000000000000004","23","false","5","160","385","99","10","99"
"5","490","55","4","10","0.17","22","11","0","0.03","4.6","9","5.6000000000000005","12","true","5","140","95","99","10","99"
"5","500","3","4","125","0.55","6","4","0.41000000000000003","0.13","5","20","0.9","20","true","3","200","185","99","10","99"
"6","10","100","11","335","0.59","84","15","0.62","0.02","4.300000000000001","60","3.8000000000000003","18","false","3","20","460","99","10","99"
"6","20","53","18","230","0.71","72","15","0.61","0.08","4.2","50","4.6000000000000005","41","true","3","150","305","99","10","99"
"6","30","8","5","490","0.97","57","2","0.51","0","1.1","10","6.300000000000001","10","false","5","0","435","99","10","99"
"6","40","73","4","80","0.86","33","8","0.04","0","9.4","50","2.2","10","true","2","70","120","99","10","99"
"6","50","63","18","390","0.79","6","15","0.29","0.1","8.3","54","6.2","3","false","3","20","190","99","10","99"
"6","60","94","8","440","0.53","89","18","0.8","0","6.1000000000000005","55","5.300000000000001","43","true","4","140","325","99","10","99"
"6","70","62","14","260","0.48","68","0","0.41000000000000003","0.17","8.4","60","6","21","false","1","240","350","99","10","99"
"6","80","6","15","155","0.34","83","18","0.12","0.03","3.5","60","1.8","38","true","3","200","485","99","10","99"
"6","90","84","6","250","0.01","9","2","0.73","0.1","7.5","28","1.8","18","false","4","230","325","99","10","99"
"6","100","22","5","325","0.06","15","4","0.9","0.05","2","56","5.300000000000001","18","false","5","360","25","99","10","99"
"6","110","13","6","210","0.33","63","0","0.81","0.08","4.9","53","6.2","23","true","4","190","260","99","10","99"
"6","120","78","6","160","0.65","73","4","0.22","0.13","5.2","20","3.6","19","true","3","90","335","99","10","99"
"6","130","73","11","485","0.6","86","6","0.39","0.11","2.6","23","2.2","28","false","3","20","20","99","10","99"
"6","140","41","1","150","0.24","90","5","0.59","0.18","8.9","27","3.3000000000000003","30","false","1","50","260","99","10","99"
"6","150","44","6","225","0.9","59","5","0.44","0.07","1.5","41","0.2","33","false","2","230","470","99","10","99"
"6","160","76","17","355","0","98","8","0.8","0.04","3.8000000000000003","32","4.3","14","false","4","0","155","99","10","99"
"6","170","65","4","130","0.5700000000000001","100","9","0","0.12","3.1","18","0.5","36","false","2","20","40","99","10","99"
"6","180","97","2","435","0.7000000000000001","80","8","0.86","0.13","9.6","48","0.7000000000000001","43","false","3","180","300","99","10","99"
"6","190","92","15","355","0.19","1","14","0.74","0.08","3.1","47","2.9000000000000004","43","true","3","100","415","96.9","10","96.9"
"6","200","92","4","0","0.55","43","10","0.38","0.09","4","48","5.2","37","true","5","0","10","99","10","96.9"
"6","210","47","20","90","0.09","80","17","0.87","0.14","5.2","9","6.1000000000000005","23","false","3","320","300","99","10","96.9"
"6","220","95","12","255","0.17","80","2","0.71","0.1","8.4","25","2.2","26","false","1","280","360","99","10","96.9"
"6","230","43","4","255","0.89","80","1","0.87","0.04","3.6","58","6.5","24","true","4","190","135","99","10","96.9"
"6","240","78","4","375","0.43","5","20","0.49","0.07","4","41","5.1000000000000005","14","false","3","250","25","99","10","96.9"
"6","250","76","9","150","0.49","48","13","0.56","0.16","9.9","0","5.6000000000000005","36","true","5","240","70","99","10","96.9"
"6","260","73","8","450","0","89","6","0.11","0.18","5.7","59","3.5","33","true","3","200","115","99","10","96.9"
"6","270","5","4","95","0.23","6","14","0.19","0.06","9.1","4","4.800000000000001","15","false","1","170","200","99","10","96.9"
"6","280","38","11","170","0.49","92","15","0.84","0.09","8.9","39","2.3000000000000003","0","false","1","120","495","99","10","96.9"
"6","290","47","9","85","0.8300000000000001","88","2","0.9400000000000001","0.1","5.7","20","2.2","44","false","4","40","60","99","10","96.9"
"6","300","13","6","230","0.9400000000000001","26","2","0.78","0.13","8.8","57","3.3000000000000003","5","false","3","50","45","99","10","96.9"
"6","310","45","17","470","0.9","14","12","0.15","0.19","5.2","28","1.7000000000000002","45","false","2","270","10","99","10","96.9"
"6","320","28","4","290","0.12","46","17","0.3","0.18","4.1","50","5","28","true","4","200","420","99","10","96.9"
"6","330","80","6","400","0.9500000000000001","40","11","0.65","0.18","2.5","37","0.5","1","false","3","230","425","99","10","96.9"
"6","340","14","13","65","0.01","17","20","0.34","0.02","4.9","41","5.2","14","false","4","120","420","99","10","96.9"
"6","350","48","18","465","0.01","44","3","0.59","0.18","7.300000000000001","34","4","33","false","4","370","115","99","10","96.9"
"6","360","5","6","380","0.29","54","10","0.98","0.15","9.1","2","1.7000000000000002","30","false","1","20","440","99","10","96.9"
"6","370","95","16","185","0.19","69","8","0.08","0","9.4","6","4","36","true","2","210","465","99","10","96.9"
"6","380","79","2","445","0.72","94","1","0.9","0.08","1.5","8","2.6","30","false","5","110","315","99","10","96.9"
"6","390","51","7","35","0.51","65","13","0.06","0.17","4.1","54","2.7","24","true","2","190","305","99","10","96.9"
"6","400","23","11","0","0.07","65","6","0.71","0.12","9.4","51","4.3","12","false","4","350","185","99","10","96.9"
"6","410","58","19","275","0.3","29","4","0.49","0.07","1.7000000000000002","46","2.5","31","true","1","340","175","99","10","96.9"
"6","420","26","19","130","0.47000000000000003","50","10","0.11","0.11","1.2","51","4.7","13","false","1","230","470","99","10","96.9"
"6","430","52","6","390","0.15","24","13","0.52","0.19","9.4","48","5.6000000000000005","9","true","3","40","215","99","10","96.9"
"6","440","77","2","165","0.45","42","0","0.66","0.08","7.6000000000000005","57","5.5","38","false","4","370","190","99","10","96.9"
"6","450","86","1","325","0.77","98","17","0.72","0.18","1.5","30","2.2","16","true","4","390","480","99","10","96.9"
"6","460","41","13","375","0.1","86","2","0.35000000000000003","0.13","2.3","51","6.1000000000000005","19","true","4","270","25","99","10","96.9"
"6","470","65","3","310","0.12","70","5","0.39","0.12","3.1","34","5.2","10","false","5","160","90","99","10","96.9"
"6","480","19","3","245","0.42","35","7","0.43","0.02","4.4","36","1.9000000000000001","12","false","2","120","215","99","10","96.9"
"6","490","95","17","85","0.11","32","7","0.67","0.19","4.2","36","2.6","22","false","1","200","140","99","10","96.9"
"6","500","9","15","10","0.84","58","7","0.64","0.06","2.2","22","5.6000000000000005","0","true","5","340","125","99","10","96.9"
"7","10","5","13","200","0.9400000000000001","52","4","0.11","0.09","8.100000000000001","12","0.7000000000000001","3","false","5","320","305","99","10","99"
"7","20","99","15","240","0.86","100","5","0.24","0.08","4.2","19","0","13","false","4","320","60","99","10","99"
"7","30","9","11","135","0.9500000000000001","48","12","0.23","0","8.5","23","6.1000000000000005","43","true","4","390","355","99","10","99"
"7","40","63","6","80","0.8200000000000001","6","15","0.84","0.08","6.800000000000001","52","4.4","18","false","4","290","430","99","10","99"
"7","50","58","12","490","0.42","76","11","0.4","0.01","9.200000000000001","10","0.6000000000000001","17","false","3","310","475","99","10","99"
"7","60","68","6","150","0.34","80","12","0.96","0.15","3.4000000000000004","7","5.800000000000001","5","false","1","180","500","99","10","99"
"7","70","15","11","430","0.8200000000000001","39","5","0.26","0.19","5.3","45","4.4","29","false","5","100","110","99","10","99"
"7","80","72","8","35","0.36","59","15","0.66","0.01","3.2","33","5.9","42","false","3","380","110","99","10","99"
"7","90","22","6","230","0.04","57","20","0.86","0","4.9","51","0.4","37","true","1","120","265","99","10","99"
"7","100","15","2","175","0.2","78","17","0.22","0.01","6.9","0","0.7000000000000001","13","true","4","240","475","99","10","99"
"7","110","84","6","330","0.31","37","20","0.17","0.11","4.7","15","0.9","17","true","1","180","335","99","10","99"
"7","120","6","18","400","0.93","76","18","0.9500000000000001","0","4.300000000000001","22","6","0","false","2","270","105","99","10","99"
"7","130","43","20","115","0.46","76","6","0.79","0.1","1.2","28","5.1000000000000005","28","false","4","160","345","99","10","99"
"7","140","2","19","170","0.34","19","13","0.23","0.12","1.9","0","2.2","24","true","1","80","180","99","10","99"
"7","150","12","11","20","0.92","81","13","0.87","0.11","1.6","59","6.300000000000001","5","false","4","350","285","99","10","99"
"7","160","3","20","430","0.11","50","8","0.68","0.02","2.6","35","2.8000000000000003","21","false","3","0","390","99","10","99"
"7","170","47","1","265","0.52","12","2","0.49","0.04","1.7000000000000002","34","1.4000000000000001","45","false","1","260","450","99","10","99"
"7","180","99","7","330","0.01","46","14","0.2","0.05","4.4","59","4.3","28","true","4","100","315","99","10","99"
"7","190","19","20","360","0.41000000000000003","83","12","0.34","0.15","7.1000000000000005","47","1.3","23","true","3","340","180","99","10","99"
"7","200","70","9","460","0.74","91","12","0.85","0.08","1.1","9","2.4000000000000004","43","true","4","90","465","99","10","99"
"7","210","27","15","55","0.54","57","17","0.45","0.05","3.2","43","5.800000000000001","15","false","1","120","145","99","10","99"
"7","220","99","19","355","0.49","87","8","0.11","0.15","7.2","29","6.5","26","true","1","360","105","99","10","99"
"7","230","49","4","300","0.9400000000000001","26","11","0.34","0.03","2.3","7","5.6000000000000005","4","true","4","210","165","99","10","99"
"7","240","64","3","110","0.62","12","10","0.2","0.12","7.6000000000000005","2","3.1","0","false","4","160","390","99","10","99"
"7","250","81","11","185","0.68","25","4","0.79","0.18","6.7","19","1.9000000000000001","20","false","5","150","265","99","10","99"
"7","260","8","13","425","0.15","44","19","0.19","0.11","9.700000000000001","51","4.2","27","false","5","150","235","99","10","99"
"7","270","16","3","140","0.06","44","8","0.62","0.08","9.1","57","1","31","false","3","280","390","99","10","99"
"7","280","40","10","225","0.73","69","13","0.86","0.18","6.300000000000001","4","4.5","17","true","4","210","285","99","10","99"
"7","290","95","1","185","0.92","20","8","0.61","0.11","6.2","19","6.2","43","true","1","20","480","99","10","99"
"7","300","46","0","20","0.41000000000000003","4","9","0.49","0.17","3.1","51","2.9000000000000004","7","false","1","120","95","99","10","99"
"7","310","18","0","330","0.07","88","12","0.9400000000000001","0.05","4.2","1","1.6","29","true","3","210","55","99","10","99"
"7","320","21","18","165","0.9400000000000001","14","15","0.42","0.1","1.7000000000000002","2","4.7","33","false","1","290","195","99","10","99"
"7","330","7","20","90","0.32","83","13","0.06","0.09","5.9","56","4.3","24","false","4","270","415","99","10","99"
"7","340","71","13","285","0.45","78","11","0.52","0.1","3.8000000000000003","40","1.2000000000000002","20","false","4","260","10","99","10","99"
"7","350","22","0","120","0.79","54","19","0.76","0.17","3.7","42","0.4","38","true","4","160","40","99","10","99"
"7","360","25","17","405","0.24","44","4","0.31","0.17","8.100000000000001","0","0.30000000000000004","16","false","3","140","130","99","10","99"
"7","370","100","6","210","0.64","75","13","0.71","0.19","1.2","47","1.2000000000000002","36","false","1","180","455","99","10","99"
"7","380","62","2","140","0.19","61","0","0.3","0.08","4.5","2","0.6000000000000001","13","false","5","330","170","99","10","99"
"7","390","19","20","145","0.29","62","4","0.43","0.13","8.2","3","3.2","30","true","4","340","115","99","10","99"
"7","400","38","2","40","0.13","56","12","0.79","0.13","4.300000000000001","20","5.9","41","true","5","180","305","99","10","99"
"7","410","12","17","185","0.79","25","17","0.8300000000000001","0.1","7.800000000000001","46","4.7","33","false","1","290","225","99","10","99"
"7","420","100","5","450","0.99","28","10","0.67","0.11","2.7","4","5.7","30","true","3","290","430","99","10","99"
"7","430","33","13","185","0.97","89","9","0.6","0.19","6.1000000000000005","41","6","43","true","2","20","455","99","10","99"
"7","440","59","12","40","0.77","10","0","0.36","0.09","5.4","0","3.1","23","false","4","20","195","99","10","99"
"7","450","89","15","300","0.65","45","11","0.15","0","2","32","5.2","41","true","5","290","270","99","10","99"
"7","460","96","8","185","0.9400000000000001","2","0","0.39","0.03","1","44","2.3000000000000003","25","true","1","320","95","99","10","99"
"7","470","33","13","20","0.53","35","11","0.03","0","7.5","45","5.9","22","false","3","320","320","99","10","99"
"7","480","7","20","0","0.21","29","16","0.96","0.02","3.9000000000000004","18","6","22","false","4","140","370","99","10","99"
"7","490","44","5","480","0.6","80","10","0.9500000000000001","0","3.7","18","5","20","true","1","210","485","99","10","99"
"7","500","53","6","340","0.76","62","15","0.54","0.17","6.7","51","1.1","42","false","3","190","95","99","10","99"
"8","10","2","2","360","0.8200000000000001","93","12","0.41000000000000003","0","4.2","17","0.4","5","true","3","290","195","99","10","99"
"8","20","93","3","100","0.56","50","8","0.45","0.19","2.1","17","5.300000000000001","19","false","5","130","355","99","10","99"
"8","30","47","6","495","0.7000000000000001","14","6","0.76","0.08","8.9","8","4.2","36","false","1","70","230","99","10","99"
"8","40","6","0","395","0.72","94","5","0.28","0.13","5.800000000000001","16","4.5","20","false","1","210","250","99","10","99"
"8","50","71","2","275","0.1","64","8","0.97","0","4","4","4.5","8","false","3","290","140","99","10","99"
"8","60","52","6","390","0.77","45","10","0.8200000000000001","0.15","8","6","1","7","false","1","110","310","99","10","99"
"8","70","4","8","330","0.89","2","10","0.9","0.11","4.4","45","1.4000000000000001","36","false","3","340","345","99","10","99"
"8","80","61","8","95","0.9400000000000001","26","4","0.63","0.03","1.5","50","2.2","31","true","3","270","180","99","10","99"
"8","90","19","1","120","0.22","44","0","0.07","0.17","8.5","24","0.2","31","true","4","70","320","99","10","99"
"8","100","90","0","440","0.15","93","20","0.61","0.15","7.300000000000001","17","1.6","28","false","2","180","130","99","10","99"
"8","110","48","17","410","0.22","37","17","0.49","0.18","9.4","8","3.3000000000000003","38","true","1","370","375","99","10","99"
"8","120","98","4","365","0.86","93","2","0.52","0.18","5.4","11","4.6000000000000005","26","true","4","140","435","99","10","99"
"8","130","46","4","150","0.02","33","9","0.61","0.09","3.7","24","5.4","26","true","1","370","220","99","10","99"
"8","140","87","3","355","0.12","74","17","0.92","0","6.4","53","6.1000000000000005","6","false","1","400","50","99","10","99"
"8","150","30","0","345","0.33","83","12","0.53","0.15","5.7","11","5.2","13","false","5","340","195","99","10","99"
"8","160","94","1","465","0.47000000000000003","81","19","0.26","0","3.7","10","4.3","8","false","4","120","60","99","10","99"
"8","170","34","6","210","0.04","60","6","0.08","0.05","3.2","3","6.5","0","true","1","40","230","99","10","99"
"8","180","38","6","410","0.9400000000000001","51","11","0.16","0.03","1.4","41","1","5","false","3","50","335","99","10","99"
"8","190","86","16","390","0.3","63","15","0.15","0.03","2.4000000000000004","24","2.8000000000000003","27","true","5","70","315","99","10","99"
"8","200","11","2","290","0.26","8","3","0","0.03","5.3","22","2.2","7","false","3","230","155","99","10","99"
"8","210","9","11","445","0.18","89","5","0.51","0.12","3.7","19","1.8","44","false","3","40","240","99","10","99"
"8","220","55","4","150","0.45","38","3","0.85","0.01","9.6","54","1.4000000000000001","28","true","1","230","370","99","10","99"
"8","230","93","8","335","0.21","36","16","0.33","0.15","9","18","3.4000000000000004","32","false","4","240","220","99","10","99"
"8","240","26","2","255","0.78","26","15","0.4","0.13","4.5","16","3.5","23","true","3","70","215","99","10","99"
"8","250","93","9","210","0.81","9","1","0.41000000000000003","0.01","8.600000000000001","40","4.9","31","false","3","360","285","99","10","99"
"8","260","59","9","410","0.04","83","18","0.6900000000000001","0.16","5.7","39","2.7","27","true","5","40","200","99","10","99"
"8","270","76","0","335","0.63","3","15","0.28","0.07","7.1000000000000005","20","0.30000000000000004","18","false","1","320","250","99","10","99"
"8","280","55","2","450","0.44","47","19","0.62","0.13","9.4","3","0.5","45","false","3","300","210","99","10","99"
"8","290","15","0","225","0.6900000000000001","26","13","0.8200000000000001","0.02","3","13","3.4000000000000004","18","true","4","400","25","99","10","99"
"8","300","12","6","130","0.4","62","8","0.77","0.14","5.4","42","2","26","false","4","200","210","99","10","99"
"8","310","65","5","390","0.91","42","14","0.04","0.03","5.5","13","2.8000000000000003","22","true","3","40","265","99","10","99"
"8","320","80","2","90","0.12","46","6","0.96","0.16","5.7","41","1.3","25","true","5","200","275","99","10","99"
"8","330","23","8","185","0.65","14","15","0.18","0.03","5.2","3","3.5","13","true","3","110","435","99","10","99"
"8","340","98","0","45","0.32","45","12","0.56","0.02","5.4","34","2.8000000000000003","31","true","3","10","25","99","10","99"
"8","350","83","4","335","0.8200000000000001","55","15","0.51","0.02","4.9","27","0.4","33","false","3","270","125","99","10","99"
"8","360","88","5","295","0.44","80","11","0.52","0.15","6.9","50","4","30","false","4","120","305","99","10","99"
"8","370","74","8","245","0.5","55","20","0.51","0.18","4.6","54","2.3000000000000003","22","false","1","290","130","99","10","99"
"8","380","48","17","185","0.97","28","1","0.53","0.13","2.4000000000000004","10","3.4000000000000004","38","false","2","250","115","99","10","99"
"8","390","1","10","335","0.67","44","6","0.6900000000000001","0.05","3.2","31","6.5","25","false","3","310","140","99","10","99"
"8","400","98","0","330","0.67","33","13","0.84","0.1","9.6","32","3.5","17","true","2","120","65","99","10","99"
"8","410","75","6","420","0.9","61","8","0.16","0","1.8","29","1","36","false","4","250","220","99","10","99"
"8","420","1","12","485","0.13","14","0","0.91","0","4.5","55","1.8","30","true","3","320","145","99","10","99"
"8","430","2","11","60","0.34","68","0","0.99","0.03","4.800000000000001","29","1","43","true","4","140","180","99","10","99"
"8","440","8","20","55","0.9","55","0","0.35000000000000003","0.15","3.3000000000000003","10","5.1000000000000005","10","true","3","240","225","99","10","99"
"8","450","15","8","0","0.36","18","10","0.18","0.15","8.100000000000001","10","1.3","8","false","4","330","150","99","10","99"
"8","460","80","6","385","0.04","89","4","0.26","0.03","4","24","0.2","37","true","2","270","60","99","10","99"
"8","470","4","4","180","0.43","79","8","0.71","0.05","4.9","35","0.4","21","true","3","110","320","99","10","99"
"8","480","21","13","20","0.19","87","8","0.16","0.18","8.9","37","6.5","31","false","3","230","250","99","10","99"
"8","490","30","6","195","0.8300000000000001","83","7","0.31","0.19","4.800000000000001","9","1.8","28","true","3","100","35","99","10","99"
"8","500","90","7","80","0.5","15","13","0.04","0.14","6.800000000000001","3","2.1","39","true","1","230","215","99","10","99"
"9","10","3","11","485","0.8300000000000001","21","2","0.43","0.1","9.4","15","2","41","false","1","310","350","99","10","99"
"9","20","81","11","450","0.97","1","8","0.56","0.05","1.5","47","2.9000000000000004","9","true","1","320","260","99","10","99"
"9","30","76","14","135","0.31","55","17","0.16","0.16","4.4","4","0.30000000000000004","0","true","4","310","320","99","10","99"
"9","40","47","4","35","0.59","7","9","0.21","0.15","3.5","8","5.7","36","false","4","0","465","99","10","99"
"9","50","78","3","150","0.67","97","14","0.8","0.11","10","58","5.6000000000000005","31","false","5","20","50","99","10","99"
"9","60","6","16","380","0.79","41","8","0.93","0.17","2.6","7","2.1","41","false","5","220","185","99","10","99"
"9","70","62","17","430","0.63","8","16","0.6","0.09","7.1000000000000005","33","0.1","30","false","4","50","80","99","10","99"
"9","80","52","2","155","0.51","94","19","0.28","0.17","6.9","17","6.300000000000001","23","false","1","140","30","99","10","99"
"9","90","94","1","415","0.32","8","15","0.35000000000000003","0.12","6.300000000000001","19","5.5","13","true","1","290","400","99","10","99"
"9","100","93","8","15","0.86","56","15","0.55","0.02","5.9","30","6.300000000000001","21","true","2","320","205","99","10","99"
"9","110","22","16","310","0.27","76","4","0.15","0.03","4.7","7","5.2","16","true","1","100","250","99","10","99"
"9","120","83","11","360","0.15","100","6","0.41000000000000003","0.11","6.5","49","5.6000000000000005","26","false","4","200","130","99","10","99"
"9","130","32","14","255","0.03","97","8","0.47000000000000003","0.18","7.7","8","6.4","11","false","3","370","420","99","10","99"
"9","140","89","7","475","0.51","7","0","0.59","0","7","3","3.6","3","true","3","290","95","99","10","99"
"9","150","78","10","245","0.49","36","13","0.49","0.05","1.2","13","4.1000000000000005","6","false","3","30","35","99","10","99"
"9","160","80","0","0","0.36","1","19","0.59","0.01","2.9000000000000004","30","5.4","42","true","3","0","230","89.1","10","89.1"
"9","170","67","4","150","0.86","90","11","0.11","0.17","6.9","5","4.2","3","true","4","300","165","99","10","89.1"
"9","180","6","0","185","0.15","27","8","0.21","0.07","9.4","55","4.4","43","true","4","180","140","99","10","89.1"
"9","190","58","10","125","0.21","11","5","0.22","0.19","7.9","36","0.7000000000000001","18","false","4","220","115","99","10","89.1"
"9","200","5","7","105","0.16","41","6","0.85","0.17","8.9","31","5.2","44","false","5","300","300","99","10","89.1"
"9","210","11","8","475","0.88","26","19","0.33","0.07","1.1","5","6.2","3","true","1","150","295","99","10","89.1"
"9","220","39","10","310","0.26","7","6","0.6","0.15","3","33","6.5","10","true","4","380","30","99","10","89.1"
"9","230","66","11","60","0.32","39","14","0.29","0.05","9.6","10","0.5","10","false","1","230","245","99","10","89.1"
"9","240","55","1","405","0.49","96","2","0.97","0.08","2.2","47","0.1","3","true","4","280","10","99","10","89.1"
"9","250","40","0","365","0.22","30","5","0.07","0.04","3.5","0","5.4","22","true","1","200","490","99","10","89.1"
"9","260","59","16","210","0.65","89","20","0.8200000000000001","0.09","1.4","28","6.300000000000001","14","true","5","50","185","99","10","89.1"
"9","270","54","17","305","0.96","20","10","0.19","0.18","3.7","15","6.300000000000001","44","false","2","370","320","99","10","89.1"
"9","280","61","12","410","0.98","84","5","0.01","0.02","1.5","56","6","36","false","2","270","435","99","10","89.1"
"9","290","58","18","355","0.76","76","1","0.04","0.07","9.3","6","2.6","32","true","1","160","375","99","10","89.1"
"9","300","76","2","125","0.16","30","7","0.9500000000000001","0.07","2.2","42","6","25","false","5","290","285","99","10","89.1"
"9","310","36","6","445","0.68","1","19","0.86","0.15","5.7","37","5.300000000000001","36","false","4","200","250","74.9","10","74.9"
"9","320","30","1","45","0.65","68","15","0.02","0.19","3","53","4.9","37","true","2","30","255","99","10","74.9"
"9","330","32","0","440","0.93","94","10","0.87","0.06","9.700000000000001","34","2.8000000000000003","14","false","2","220","375","99","10","74.9"
"9","340","69","0","465","0.13","87","11","0.96","0.1","1.8","22","5","41","true","4","150","95","99","10","74.9"
"9","350","3","2","345","0.46","83","11","0.11","0.17","9.200000000000001","8","0.9","18","false","4","140","490","99","10","74.9"
"9","360","71","7","395","0.71","42","9","0.18","0.03","1.3","52","1.6","7","true","1","70","60","99","10","74.9"
"9","370","22","6","255","0.22","62","7","0.3","0.07","3.5","18","6.5","33","false","1","360","445","99","10","74.9"
"9","380","59","8","40","0.48","70","13","0.62","0.09","5.800000000000001","29","4.5","3","true","1","50","350","99","10","74.9"
"9","390","30","0","35","0.38","52","12","0.77","0.07","3.4000000000000004","18","2.9000000000000004","40","false","3","200","390","99","10","74.9"
"9","400","14","12","270","0.89","5","11","0.13","0.15","9.700000000000001","50","3.6","28","false","4","340","130","99","10","74.9"
"9","410","66","15","480","0.54","26","6","0.91","0.15","4.1","43","5.6000000000000005","39","false","3","300","500","99","10","74.9"
"9","420","9","0","95","0.64","29","5","0.3","0.13","2","53","5.800000000000001","40","true","1","110","75","99","10","74.9"
"9","430","50","15","260","0.38","18","9","0.04","0.18","1.2","32","1.6","24","true","2","70","230","99","10","74.9"
"9","440","45","4","40","0.6900000000000001","78","12","0.86","0.05","1.7000000000000002","9","3","21","false","5","320","350","99","10","74.9"
"9","450","27","8","400","0.5","26","5","0.42","0.01","1.2","10","1.6","43","true","2","20","90","99","10","74.9"
"9","460","96","7","300","0.96","49","2","0.75","0.01","9.6","17","4.6000000000000005","5","false","4","50","10","99","10","74.9"
"9","470","94","10","130","0.42","85","8","0.11","0.06","5.7","56","1.8","4","false","1","400","420","99","10","74.9"
"9","480","100","15","205","0.13","27","17","0.24","0.03","3.7","3","0.4","28","true","1","90","315","99","10","74.9"
"9","490","65","4","265","0.79","37","3","0.39","0.13","1","20","5.1000000000000005","10","false","3","130","30","99","10","74.9"
"9","500","50","10","480","0.9","50","2","0.97","0.09","3.8000000000000003","46","1","34","true","2","340","385","99","10","74.9"
"10","10","47","19","125","0.15","90","6","0.8200000000000001","0","3.7","41","3.2","27","true","2","250","45","99","10","99"
"10","20","14","6","245","0.51","1","4","0.77","0.04","8.100000000000001","34","3.5","3","true","5","290","65","99","10","99"
"10","30","52","2","300","0.56","80","19","0.84","0.04","8","48","6.2","41","true","1","340","250","99","10","99"
"10","40","72","9","420","0.9500000000000001","82","13","0.11","0.08","8.8","37","3.6","31","false","2","200","475","99","10","99"
"10","50","78","2","375","0.49","59","6","0.49","0.03","5.4","44","1.8","17","true","4","70","175","99","10","99"
"10","60","58","2","130","0.22","100","7","0.73","0.15","7.2","7","0","20","false","1","160","105","99","10","99"
"10","70","69","11","215","0.33","40","10","0.23","0.02","9.9","57","0","29","false","1","300","265","99","10","99"
"10","80","47","20","215","0.58","4","4","0","0.05","1.7000000000000002","0","4.3","38","true","3","150","190","99","10","99"
"10","90","36","10","215","0.41000000000000003","55","13","0.6","0.16","4.4","20","5.2","42","false","1","290","25","99","10","99"
"10","100","46","17","80","0.37","68","12","0.35000000000000003","0.17","9.6","7","2.2","1","false","3","20","10","99","10","99"
"10","110","41","8","480","0","95","6","0.44","0.17","2","55","1.5","41","true","3","380","345","99","10","99"
"10","120","10","19","420","0.31","12","10","0.45","0.05","7","53","3.7","24","true","4","350","130","99","10","99"
"10","130","30","19","385","0.04","51","3","0.28","0.06","6.1000000000000005","50","0.5","41","false","1","100","405","99","10","99"
"10","140","7","20","340","0.45","81","0","0.47000000000000003","0.1","7.300000000000001","19","3","0","true","3","110","80","99","10","99"
"10","150","1","19","345","0.56","25","20","0.92","0.08","5.5","11","3.8000000000000003","0","true","4","20","130","99","10","99"
"10","160","47","17","50","0.1","94","8","0.87","0.05","4.6","10","5.4","21","true","2","310","145","99","10","99"
"10","170","28","19","155","0.8200000000000001","8","4","0.45","0.15","8.5","39","0.9","42","true","3","150","310","99","10","99"
